assmNum,assmName,level1,level2,level3,matchType
29001,white cat7 plenum outlets 5,Voice/Data,Voice,Outlets Cat7 Plenum,distance
29008,white cat7 plenum outlets 1,Voice/Data,Voice,Outlets Cat7 Plenum,distance
29015,white cat7 plenum outlets 1,Voice/Data,Voice,Outlets Cat7 Plenum,distance
29022,ivory cat7 plenum outlets 1,Voice/Data,Voice,Outlets Cat7 Plenum,distance
29029,grey cat7 plenum outlets 11,Voice/Data,Voice,Outlets Cat7 Plenum,distance
29036,black cat7 plenum outlets 1,Voice/Data,Voice,Outlets Cat7 Plenum,distance
29043,voice/data cat6 cable w/con,Voice/Data,Voice,Outlets Cable & Constants,distance
29050,voice/data cat6 pln cbl con,Voice/Data,Voice,Outlets Cable & Constants,distance
29057,voice/data cat6a cable w/co,Voice/Data,Voice,Outlets Cable & Constants,distance
29064,voice/data cat6a pln cbl co,Voice/Data,Voice,Outlets Cable & Constants,distance
29071,voice/data cat7 cable w/con,Voice/Data,Voice,Outlets Cable & Constants,distance
29078,voice/data cat7 pln cbl con,Voice/Data,Voice,Outlets Cable & Constants,distance
29085,cat5e cable,Voice/Data,Voice,Cable,distance
29092,cat5e plenum cable,Voice/Data,Voice,Cable,distance
29099,cat6 cable,Voice/Data,Voice,Cable,distance
29106,cat6 plenum cable,Voice/Data,Voice,Cable,distance
29113,cat6a cable,Voice/Data,Voice,Cable,distance
29120,cat6a plenum cable,Voice/Data,Voice,Cable,distance
29127,cat7 cable,Voice/Data,Voice,Cable,distance
29134,cat7 plenum cable,Voice/Data,Voice,Cable,distance
29141,cat5e cable w/hanger,Voice/Data,Voice,Cable,distance
29148,cat5e plenum cable w/hanger,Voice/Data,Voice,Cable,distance
29155,cat6 cable w/hanger,Voice/Data,Voice,Cable,distance
29162,cat6 plenum cable w/hanger,Voice/Data,Voice,Cable,distance
29169,cat6a cable w/hanger,Voice/Data,Voice,Cable,distance
29176,cat6a plenum cable w/hanger,Voice/Data,Voice,Cable,distance
29183,cat7 cable w/hanger,Voice/Data,Voice,Cable,distance
29190,cat7 plenum cable w/hanger,Voice/Data,Voice,Cable,distance
29198,multi mode dist cable OM3 i,Voice/Data,Fiber,Fiber Cable in Innerduct,unique
29209,multi mode dist om3 cable i,Voice/Data,Fiber,Fiber Cable in Innerduct,unique
29218,multi mode in dist om4 cabl,Voice/Data,Fiber,Fiber Cable in Innerduct,unique
29233,multi mode dist cbl OM3 w/2,Voice/Data,Fiber,Fiber Cable in Cable Tray BC,distance
29244,multi mode dist om3 cbl w/2,Voice/Data,Fiber,Fiber Cable in Cable Tray BC,distance
29253,multi mode dist om4 cbl 2d4,Voice/Data,Fiber,Fiber Cable in Cable Tray BC,distance
29268,multi mode dist cbl OM3 w/2,Voice/Data,Fiber,Fiber Cable in Cable Tray BC,distance
29279,multi mode dist om3 cbl w/2,Voice/Data,Fiber,Fiber Cable in Cable Tray BC,distance
29288,multi mode dist om4 cbl 2d4,Voice/Data,Fiber,Fiber Cable in Cable Tray BC,distance
29302,voice/data labels,Voice/Data,Voice,Labels,distance
29308,j-hook pathways,Voice/Data,Pathways,J-Hook Pathways,unique
29339,rj-11 jacks,Voice/Data,Voice,Outlets Voice,distance
29344,voice/data/video outlets,Voice/Data,Voice,Outlets Voice,unique
29362,voice/data/video cables,Voice/Data,Voice,Cable,distance
29385,12.47/7.2 kv single support,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,unique
29415,12.47/7.2 kv double support,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,unique
29445,12.47/7.2 kv suspension ang,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,unique
29456,12.47/7.2kv deadend angle r,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,unique
29460,12.47/7.2kv single deadend,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,distance
29474,12.47/7.2kv 1ph tap guide r,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,unique
29479,12.47/7.2kv 1 d/e on cr-arm,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,unique
29483,12.47/7.2kv 2 dead end rus,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,unique
29490,12.47/7.2kv single support,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29527,12.47/7.2kv double support,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29565,12.47/7.2kv suspension angl,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29577,12.47/7.2kv d/e angle guide,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29581,12.47/7.2kv single deadend,T-D Construction,12.47/7.2KV,1 PH Pri Pole Top RUS A,distance
29596,12.47/7.2kv double deadend,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,unique
29600,12.47/7.2kv single support,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29645,12.47/7.2kv 3 ph jct guide,T-D Construction,12.47/7.2KV,3 PH Pri Pole Top RUS C,unique
29648,12.47/7.2kv double support,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29693,12.47/7.2kv suspension angl,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29707,12.47/7.2kv d/e angle guide,T-D Construction,12.47/7.2KV,2 PH Pri Pole Top RUS B,distance
29711,12.47/7.2kv single deadends,T-D Construction,12.47/7.2KV,3 PH Pri Pole Top RUS C,unique
29723,12.47/7.2kv 1 ph tap guide,T-D Construction,12.47/7.2KV,3 PH Pri Pole Top RUS C,unique
29726,12.47/7.2kv sngl d/e cr-arm,T-D Construction,12.47/7.2KV,3 PH Pri Pole Top RUS C,unique
29738,12.47/7.2kv 3 ph horz tap g,T-D Construction,12.47/7.2KV,3 PH Pri Pole Top RUS C,unique
29741,12.47/7.2kv dbl d/e cr-arm,T-D Construction,12.47/7.2KV,3 PH Pri Pole Top RUS C,unique
29751,12.47/7.2kv sngl sup nar pr,T-D Construction,12.47/7.2KV,Double Circuit Pri  RUS D,unique
29757,12.47/7.2kv sngl sup on cr-,T-D Construction,12.47/7.2KV,Double Circuit Pri  RUS D,unique
29771,12.47/7.2kv dbl sup nar pro,T-D Construction,12.47/7.2KV,Double Circuit Pri  RUS D,unique
29775,12.47/7.2kv dbl sup on cr-a,T-D Construction,12.47/7.2KV,Double Circuit Pri  RUS D,unique
29780,12.47/7.2kv angle gud dbl c,T-D Construction,12.47/7.2KV,Double Circuit Pri  RUS D,unique
29784,12.47/7.2kv 3ph tap dbl cir,T-D Construction,12.47/7.2KV,Double Circuit Pri  RUS D,unique
29787,12.47/7.2kv dbl d/e dbl cir,T-D Construction,12.47/7.2KV,Double Circuit Pri  RUS D,unique
29790,12.47/7.2kv single down guy,T-D Construction,12.47/7.2KV,Guy  Assy Units RUS E,unique
29796,12.47/7.2kv sngl overhead g,T-D Construction,12.47/7.2KV,Guy  Assy Units RUS E,unique
29800,12.47/7.2kv guy strain ins,T-D Construction,12.47/7.2KV,Guy  Assy Units RUS E,unique
29803,12.47/7.2kv mult down guy,T-D Construction,12.47/7.2KV,Guy  Assy Units RUS E,unique
29808,12.47/7.2kv expanding ancho,T-D Construction,12.47/7.2KV,Anchor  Assy Units RUS F,unique
29814,12.47/7.2kv screw anchors r,T-D Construction,12.47/7.2KV,Anchor  Assy Units RUS F,unique
29820,12.47/7.2kv plate anchors r,T-D Construction,12.47/7.2KV,Anchor  Assy Units RUS F,unique
29826,12.47/7.2kv service anchors,T-D Construction,12.47/7.2KV,Anchor  Assy Units RUS F,unique
29830,12.47/7.2kv rock anchors ru,T-D Construction,12.47/7.2KV,Anchor  Assy Units RUS F,unique
29835,12.47/7.2kv swamp anchors r,T-D Construction,12.47/7.2KV,Anchor  Assy Units RUS F,unique
29840,12.47/7.2kv 1 ph transforme,T-D Construction,12.47/7.2KV,Transformer Units RUS G,unique
29849,12.47/7.2kv 2 ph transf ban,T-D Construction,12.47/7.2KV,Transformer Units RUS G,unique
29852,12.47/7.2kv 3 ph transf ban,T-D Construction,12.47/7.2KV,Transformer Units RUS G,unique
29857,12.47/7.2kv grounding units,T-D Construction,12.47/7.2KV,Grounding Units RUS H,unique
29866,12.47/7.2kv secondary units,T-D Construction,12.47/7.2KV,Secondary Units RUS J,unique
29876,12.47/7.2kv service units r,T-D Construction,12.47/7.2KV,Service Units RUS K,unique
29890,12.47/7.2kv tying units rus,T-D Construction,12.47/7.2KV,Tying Units RUS L,unique
29917,12.47/7.2kv neutral units r,T-D Construction,12.47/7.2KV,Neutral Units RUS N,unique
29934,12.47/7.2kv protection unit,T-D Construction,12.47/7.2KV,Protection Units RUS P,unique
29942,12.47/7.2kv meter units rus,T-D Construction,12.47/7.2KV,Meter Units RUS Q,unique
29949,12.47/7.2kv oil circ reclos,T-D Construction,12.47/7.2KV,Oil Circ Recloser RUS R,unique
29961,12.47/7.2kv sectionalizing,T-D Construction,12.47/7.2KV,Sectionalizing RUS S,unique
29980,"12.47/7.2kv poles, cr-arm r",T-D Construction,12.47/7.2KV,"Poles, CR-ARM, Braces RUS W",unique
29984,12.47/7.2kv volt alt equip,T-D Construction,12.47/7.2KV,Volt Alteration Equip RUS Y,unique
30010,single support tangent,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30016,single support tangent post,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30022,single support,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30027,single support post insulat,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30032,single support on crossarm,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30037,sgl support on crossarm pos,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30042,single phase junc guide,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30047,double support misc,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30055,double support,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30059,dbl sup post ins,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30064,dbl sup on crsarms,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30070,suspension angle,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,distance
30077,deadend angle 90-150 dg,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30083,single deadend,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30091,single phase tap guide,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,distance
30096,single deadend on crsarms,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30102,dbl deadend (straight),T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30107,dbl deadend (feed thru),T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30112,dbl deadend on crsarms,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30117,dbl deadend fd-thru crsarms,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,unique
30122,sgl sup crsarm tang,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,unique
30128,sgl sup crsarm tang post in,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,unique
30134,sgl sup on crossarm,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,distance
30139,sgl sup on crossarm post in,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,distance
30143,sgl sup neut on crsarm,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,unique
30148,sgl sup neut on crsarm post,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,unique
30153,dbl sup neut on crsarm,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,unique
30161,suspension angle,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,distance
30169,sgl sup on crsarm tang,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30175,sgl sup on crsarm tang lg c,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30181,sgl sup on crsarm tang post,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30187,sgl sup on crossarm,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,distance
30192,sgl sup on crossarm lg cond,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30197,sgl sup on crossarm post in,T-D Construction,24.9/14.4 KV,2 Ph Pri Pole Top RUS VB,distance
30202,sgl sup neut on crossarm,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30207,sgl sup neut on crossarm lg,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30212,sgl sup neut on crossarm po,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30217,three phase junction guide,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30222,double support on crossarms,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30227,double support on crossarms,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30232,dbl support on crossarms po,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,distance
30237,dbl support neut on crossar,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30242,dbl support neut on crsarms,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30247,dbl spt neut on crsarms pos,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30252,dbl spt on 10ft crossarms,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30257,dbl spt on 10ft crossarms l,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30262,dbl spt on 10ft crossarms p,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30267,suspension angle,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,distance
30272,suspension angle lg cond,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30277,deadend angle (acute),T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30282,deadend angle lg conductor,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30287,single deadend-vertical,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30292,single deadend-vertical lg,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30297,single phase tap guide,T-D Construction,24.9/14.4 KV,1 Ph Pri Pole Top RUS VA,distance
30302,single deadend on crsarm,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30308,single deadend on crsarm as,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30313,three ph horiz tap guide,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30318,dbl deadend crossarms,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,unique
30326,sgl support tan crsarms,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30335,sgl sup on crossarms lg con,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30340,sgl sup on crossarms lg con,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30345,sgl sup on crossarms post c,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30350,dbl support on crossarms,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30355,dbl support on crossarms lg,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30360,dbl support on crossarms po,T-D Construction,24.9/14.4 KV,3 Ph Pri Pole Top RUS VC,distance
30365,suspension angle guide,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30370,deadend angle guide,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30375,three phase tap guide,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30380,dbl ddends crsarms (feedthr,T-D Construction,24.9/14.4 KV,Dbl Circ Pri Pole Top RUS VD,unique
30385,single down guy (thru bolt,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30390,single down guy (thru bolt,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30396,single down guy hd (thru bo,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30401,double down guy hd (thru bo,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30406,three down guy hd (thru bol,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30411,single down guy (wrapped ty,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30416,sgl dn guy large cond (pole,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30421,four dn guy large cond (pol,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30426,guy strain insulator guide,T-D Construction,24.9/14.4 KV,Guying Assy Units RUS E,unique
30431,expanding type anchors,T-D Construction,24.9/14.4 KV,Anchor Assy Units RUS F,unique
30439,screw anchors (power instal,T-D Construction,24.9/14.4 KV,Anchor Assy Units RUS F,unique
30447,plate type anchors,T-D Construction,24.9/14.4 KV,Anchor Assy Units RUS F,unique
30455,service anchors,T-D Construction,24.9/14.4 KV,Anchor Assy Units RUS F,unique
30461,rock anchors,T-D Construction,24.9/14.4 KV,Anchor Assy Units RUS F,unique
30468,swamp anchors (power instal,T-D Construction,24.9/14.4 KV,Anchor Assy Units RUS F,unique
30475,"sgl-phase, csp transf (tan",T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30480,"sgl-phase, csp transf (dden",T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30485,"sgl-phase, conv transf (tan",T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30491,"sgl-phase, conv transf (dde",T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30495,"sgl-phase, conv transf (tan",T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30500,"sgl-phase, conv transf (dde",T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30505,2ph trans bl op-y pri op dl,T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30510,3ph trans bl ug-y pri ct gr,T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30515,3ph trans bl ug-y pri ct gr,T-D Construction,24.9/14.4 KV,Transformer Assy Units RUS VG & G,unique
30525,grounding assy ground rod t,T-D Construction,24.9/14.4 KV,Grounding Assy Units RUS H,unique
30530,grounding assy trench type,T-D Construction,24.9/14.4 KV,Grounding Assy Units RUS H,unique
30535,gr assy-gr rod tp 4 sect ai,T-D Construction,24.9/14.4 KV,Grounding Assy Units RUS H,unique
30540,gr assy-pt fm tp 4 sect air,T-D Construction,24.9/14.4 KV,Grounding Assy Units RUS H,unique
30551,secondary assemblies (large,T-D Construction,24.9/14.4 KV,Secondary Assy Units RUS J,unique
30557,secondary assemblies (deade,T-D Construction,24.9/14.4 KV,Secondary Assy Units RUS J,unique
30563,service assemblies (pole mo,T-D Construction,24.9/14.4 KV,Service Assy Units RUS K,unique
30571,service assemblies,T-D Construction,24.9/14.4 KV,Service Assy Units RUS K,unique
30578,service assemblies (mast ty,T-D Construction,24.9/14.4 KV,Service Assy Units RUS K,unique
30584,tying guide primary angle a,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30589,tying guide primary deadend,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30594,tying guide neutral angle a,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30599,tying guide neutral deadend,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30604,tying gd neutral & sec angl,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30609,tying gd neutral & sec dden,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30613,tying gd neut & sec ddend a,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30618,tying guide service assembl,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30623,tying guide service assembl,T-D Construction,24.9/14.4 KV,Tying Guides RUS VL & L,unique
30630,neutral assemblies-tangent,T-D Construction,24.9/14.4 KV,Neutral Assy Units RUS N,unique
30636,neutral support on crossarm,T-D Construction,24.9/14.4 KV,Neutral Assy Units RUS N,unique
30642,neutral assemblies-large an,T-D Construction,24.9/14.4 KV,Neutral Assy Units RUS N,unique
30649,neutral assemblies-single d,T-D Construction,24.9/14.4 KV,Neutral Assy Units RUS N,unique
30655,neutral assembly-double dea,T-D Construction,24.9/14.4 KV,Neutral Assy Units RUS N,unique
30660,neutral assembly-dbl ddend,T-D Construction,24.9/14.4 KV,Neutral Assy Units RUS N,unique
30665,surge arresters-single phas,T-D Construction,24.9/14.4 KV,Protection Assy Units RUS VP & P,unique
30671,surge arresters-3-single ph,T-D Construction,24.9/14.4 KV,Protection Assy Units RUS VP & P,unique
30676,pole protection assembly-pl,T-D Construction,24.9/14.4 KV,Protection Assy Units RUS VP & P,unique
30681,pole protection assem-wrap,T-D Construction,24.9/14.4 KV,Protection Assy Units RUS VP & P,unique
30687,sec metering sgl ph 120/240,T-D Construction,24.9/14.4 KV,Metering Assy Units RUS Q,unique
30692,sec metering 3 ph 120/240 v,T-D Construction,24.9/14.4 KV,Metering Assy Units RUS Q,unique
30697,secd metering 3 ph 240/480,T-D Construction,24.9/14.4 KV,Metering Assy Units RUS Q,unique
30702,secd metering 3 ph 120/208,T-D Construction,24.9/14.4 KV,Metering Assy Units RUS Q,unique
30707,primary met 3-ph 4-wire grd,T-D Construction,24.9/14.4 KV,Metering Assy Units RUS Q,unique
30712,oil circuit recloser,T-D Construction,24.9/14.4 KV,Oil Circ Recloser Units RUS VR,unique
30717,oil circuit recloser w/bypa,T-D Construction,24.9/14.4 KV,Oil Circ Recloser Units RUS VR,unique
30722,(three) oil circuit reclose,T-D Construction,24.9/14.4 KV,Oil Circ Recloser Units RUS VR,unique
30727,(3) oil circuit reclosers w,T-D Construction,24.9/14.4 KV,Oil Circ Recloser Units RUS VR,unique
30732,misc cutouts & disconnect s,T-D Construction,24.9/14.4 KV,Sectionalizing Assy Units RUS VS,unique
30739,cutout-single phase,T-D Construction,24.9/14.4 KV,Sectionalizing Assy Units RUS VS,unique
30744,cutout-(3) single phase,T-D Construction,24.9/14.4 KV,Sectionalizing Assy Units RUS VS,unique
30749,disconnect switches 3 sgl p,T-D Construction,24.9/14.4 KV,Sectionalizing Assy Units RUS VS,unique
30754,group-oper airbreak 3-ph,T-D Construction,24.9/14.4 KV,Sectionalizing Assy Units RUS VS,unique
30759,crossarm braces,T-D Construction,24.9/14.4 KV,Wood Poles &  Cross Arms RUS W,unique
30765,"voltage reg, pole mnt 1-sgl",T-D Construction,24.9/14.4 KV,Votage Alt Equip RUS VY,unique
30770,"voltage reg, pole mnt 3-sgl",T-D Construction,24.9/14.4 KV,Votage Alt Equip RUS VY,unique
30775,"voltage reg, pole mnt 3-sgl",T-D Construction,24.9/14.4 KV,Votage Alt Equip RUS VY,unique
30779,three phase capacitor bank,T-D Construction,24.9/14.4 KV,Votage Alt Equip RUS VY,unique
30784,single rod log anchor,T-D Construction,115 - 230 KV,Anchors,distance
30789,double rod log anchor,T-D Construction,115 - 230 KV,Anchors,distance
30794,steel cross plate,T-D Construction,115 - 230 KV,Anchors,distance
30801,power screw anchors,T-D Construction,115 - 230 KV,Anchors,distance
30807,"light duty, one foot bracke",T-D Construction,115 - 230 KV,Bracket & Guy Attachment,distance
30814,"medium duty, 1'-0 bracket",T-D Construction,115 - 230 KV,Bracket & Guy Attachment,distance
30821,medium duty 2'-0 & 3'-6 b,T-D Construction,115 - 230 KV,Bracket & Guy Attachment,loose
30830,automatic w/thimble clevis,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30838,automatic w/thimble clevis,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30846,automatic w/thimble clevis,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30851,factory w/thimble clevis 20,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30859,factory w/thimble clevis 35,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30867,factory w/thimble clevis 50,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30872,3 bolt clamp w/guy link-med,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30880,3 bolt clamp w/guy thimble,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30887,"3-bolt clamp w/clevis 20,00",T-D Construction,115 - 230 KV,Guying Assemblies,distance
30895,"3-bolt clamp w/clevis 35,40",T-D Construction,115 - 230 KV,Guying Assemblies,distance
30903,"3-bolt clamp w/clevis 50,00",T-D Construction,115 - 230 KV,Guying Assemblies,distance
30908,wrap,T-D Construction,115 - 230 KV,Guying Assemblies,distance
30915,multi pole & anchor groundi,T-D Construction,115 - 230 KV,Grounding Assemblies,distance
30928,pole ground and butt wrap,T-D Construction,115 - 230 KV,Grounding Assemblies,distance
30934,light duty guying plate,T-D Construction,115 - 230 KV,Guy Attachments,distance
30942,light duty wrap,T-D Construction,115 - 230 KV,Guy Attachments,distance
30950,light duty pole eye plates,T-D Construction,115 - 230 KV,Guy Attachments,distance
30958,medium duty guying tees,T-D Construction,115 - 230 KV,Guy Attachments,distance
30970,medium duty pole eye plates,T-D Construction,115 - 230 KV,Guy Attachments,distance
30976,heavy duty guying tees,T-D Construction,115 - 230 KV,Guy Attachments,unique
30981,heavy duty pole bands,T-D Construction,115 - 230 KV,Guy Attachments,unique
30986,line post,T-D Construction,115 - 230 KV,Insulator Assemblies,distance
30994,insulator string w/suspensi,T-D Construction,115 - 230 KV,Insulator Assemblies,distance
31000,insulator string w/ cushion,T-D Construction,115 - 230 KV,Insulator Assemblies,distance
31008,miscellaneous hardware,T-D Construction,115 - 230 KV,Miscellaneous Assemblies,distance
31013,cushioned susp & susp clamp,T-D Construction,115 - 230 KV,OH Ground Wire Assemblies,distance
31024,oh  ground wire support Ass,T-D Construction,115 - 230 KV,OH Ground Wire Support Assy,distance
31029,steel tie angle,T-D Construction,115 - 230 KV,OH Ground Wire Support Assy,unique
31037,light duty - guying plate,T-D Construction,115 - 230 KV,Dead End Poles Tie Assemblies,distance
31046,light duty - wrap,T-D Construction,115 - 230 KV,Dead End Poles Tie Assemblies,distance
31054,light duty - pole eye plate,T-D Construction,115 - 230 KV,Dead End Poles Tie Assemblies,distance
31062,medium duty - bands,T-D Construction,115 - 230 KV,Dead End Poles Tie Assemblies,distance
31070,medium duty -  pole eye pla,T-D Construction,115 - 230 KV,Dead End Poles Tie Assemblies,distance
31078,medium duty - guying tees,T-D Construction,115 - 230 KV,Dead End Poles Tie Assemblies,distance
31086,medium duty - tees & guy li,T-D Construction,115 - 230 KV,Dead End Poles Tie Assemblies,unique
31093,tangent horizontal line pos,T-D Construction,34.5 - 69 KV,Transmission Tangent Structure,unique
31099,tangent horizontal line pos,T-D Construction,34.5 - 69 KV,Transmission Tangent Structure,unique
