Category,Name,Description,Part Number,Price,Cost,Unit of Measure
Tools & Testers,KLE K12065CR,KLEINKURVE HEAVY-DUTY WIRE STRIPPER/CUTTER/CRIMPER,K12065CR,61.89,61.89,EACH
Tools & Testers,KLE 32717,ALL-IN-1 PRECISION SCREWDRIVER SET WITH CASE,32717,43.73,43.73,EACH
Tools & Testers,KLE 65200,SLIM-PROFILE MINI RATCHET SET  5PC,65200,24.84,24.84,EACH
N/A,MXT 19190008,100' SEOW/STOW W/CALIFORNIA-STYLE TWIST LOCK ENDS,19190008,1042.80,1042.80,EACH
Tools & Testers,KLE 63215,HIGH-LEVERAGE COMPACT CABLE CUTTER,63215,36.48,36.48,EACH
Tools & Testers,KLE 32305,15-IN-1 MULTI-BIT RATCHETING SCREWDRIVER,32305,36.44,36.44,EACH
Tools & Testers,KLE 32308,8-IN-1 MULTI-BIT ADJ LENGTH STUBBY SCREWDRIVER,32308,24.78,24.78,EACH
Tools & Testers,KLE 450100,LOOSE CABLE STAPLER,450100,59.37,59.37,EACH
Tools & Testers,KLE 32307,27-IN-1 MULTI-BIT TAMPERPROOF SCREWDRIVER,32307,40.83,40.83,EACH
Tools & Testers,KLE 32303,14-IN-1 MULTI-BIT ADJUSTABLE LENGTH SCREWDRIVER,32303,33.54,33.54,EACH
Tools & Testers,PEC SDS7187,SOCKET DRIVER FOR STEEL HANGERS,SDS7187,21.98,21.98,EACH
Tools & Testers,KLE 32314,14-IN-1 PRECISION SCREWDRIVER/ NUT DRIVER,32314,24.78,24.78,EACH
Tools & Testers,KLE 50550,GLOW IN THE DARK FISH TAPE  20',50550,54.65,54.65,EACH
Tools & Testers,KLE 51605,IRON CONDUIT BENDER 1" EMT W/ANGLE SETTER,51605,148.58,148.58,EACH
Tools & Testers,KLE 63225,HIGH-LEVERAGE CABLE CUTTER,63225,50.67,50.67,EACH
Tools & Testers,MIL 2855P22,M18 FUEL 1/2 COMPACT IMP WRENCH W/PIN DETENT KIT,2855P22,513.83,513.83,EACH
Tools & Testers,ORN 63236475,12R 1/2-2" NPT THREADER,63236475,1341.79,1341.79,EACH
Tools & Testers,MIL 252920,M12 FUEL COMPACT BAND SAW,252920,269.00,269.00,EACH
Tools & Testers,GRE K2P2,2" CONDUIT SLUG BUSTER PUNCH,K2P2,113.33,113.33,EACH
Tools & Testers,KLE 56064,RECHARGEABLE HEADLAMP W/SILICONE STRAP  400 LUMENS,56064,51.84,51.84,EACH
Tools & Testers,MIL 48224192,50' POLYESTER FISH TAPE WITH FLEXIBLE METAL LEADER,48224192,79.97,79.97,EACH
Tools & Testers,MIL 48224162,50' POLYESTER FISH TAPE + NONCONDUCTIVE TIP,48224162,101.50,101.50,EACH
Tools & Testers,MIL 48224171,25' 1/8" STEEL FISH TAPE,48224171,30.15,30.15,EACH
Tools & Testers,MIL 48224154,15' HIGH FLEX FISH STICK KIT,48224154,63.26,63.26,EACH
Tools & Testers,KLE J63225N,JOURNEYMAN HIGH LEVERAGE CABLE CUTTER W/ STRIPPING,J63225N,51.26,51.26,EACH
Tools & Testers,KLE 51603,IRON CONDUIT BENDER 1/2" EMT W/ANGLE SETTER,51603,68.57,68.57,EACH
Tools & Testers,KLE 51604,IRON CONDUIT BENDER 3/4" EMT W/ANGLE SETTER,51604,91.43,91.43,EACH
Tools & Testers,KLE 51606,ALUMINUM CONDUIT BENDER 1/2" EMT W/ANGLE SETTER,51606,50.67,50.67,EACH
Tools & Testers,DOT D5P,5 GALLON MULTIPURPOSE PAIL,D5P,6.74,6.74,EACH
Telecom,BRA M131498,VINYL CLOTH LABELS  0.5" X 1"  BK/WH,M131498,58.62,58.62,EACH
Tools & Testers,MIL 48228480,PACKOUT SHELF & E-TRACK KIT,48228480,135.20,135.20,EACH
Tools & Testers,KLE 935DAGL,DIGITAL LEVEL WITH PROGRAMMABLE ANGLES,935DAGL,78.28,78.28,EACH
Tools & Testers,MIL 48221505,FASTBACK 6IN1 FOLDING UTILITY KNIFE,48221505,22.32,22.32,EACH
Tools & Testers,RAT 65300,LADDER MATE,65300,44.07,44.07,EACH
Tools & Testers,TAB TBM840,#8-4/0AWG CRIMP TOOL,TBM840,743.41,743.41,EACH
Tools & Testers,KLE 83226,LINEMAN'S CLAW MILLED HAMMER,83226,68.10,68.10,EACH
Tools & Testers,MIL 49667011,12PC SHOCKWAVE 1/2" DRIVE SAE DEEP 6PT SOCKET,49667011,100.77,100.77,EACH
Tools & Testers,KLE AEPJS3,BLUETOOTH JOBSITE SPEAKER WITH MAGNET AND HOOK,AEPJS3,99.98,99.98,EACH
Tools & Testers,KLE 11055GLW,HIGH-VISIBILITY KLEIN-KURVE WIRE STRIPPER/CUTTER,11055GLW,36.40,36.40,EACH
Tools & Testers,KLE 50611,MAGNETIC WIRE PULLER,50611,96.21,96.21,EACH
Conduit & Raceways,PEC UDS7187,SOCKET DRIVER FOR WOOD HANGERS,UDS7187,18.62,18.62,EACH
Conduit & Raceways,PEC CDS7195,1/4" CONCRETE HANGERMATE DRIVE SOCKET,CDS7195,13.81,13.81,EACH
Conduit & Raceways,PEC CDS7197,3/8" CONCRETE HANGERMATE DRIVE SOCKET,CDS7197,13.81,13.81,EACH
Tools & Testers,MIL 48222870,7-IN-1 CONDUIT REAMER + ECX BIT,48222870,45.33,45.33,EACH
Tools & Testers,KLE 93PLL,RECHARGEABLE SELFLEVELING GREEN PLANAR LASER LEVEL,93PLL,398.08,398.08,EACH
Tools & Testers,MIL 362221,M12 GREEN CROSS LINE/PLUMB POINTS LASER KIT,362221,597.91,597.91,EACH
Tools & Testers,KLE 69345,TRIPOD,69345,71.41,71.41,EACH
Tools & Testers,PEC 1900,ACOUSTICAL EYE SCREW DRIVER,1900,13.72,13.72,EACH
Telecom,BRA M143427,VINYL LABELS 1.25" X 1"  BK ON WH  CLR,M143427,65.98,65.98,EACH
Tools & Testers,KLE 85442,2PC SCREWDRIVER SET  1/4 KEYSTONE AND #2 PHILLIPS,85442,18.82,18.82,EACH
Tools & Testers,MIL 48322390,SHOCKWAVE IMPACT RIGHT ANGLE ADAPTER,48322390,33.99,33.99,EACH
Tools & Testers,WIH 32981,3PC INSULATED INDUSTRIAL PLIERS/CUTTERS SET,32981,115.58,115.58,EACH
Tools & Testers,MIL 48228690,6" LEVELING TRIPOD CHAIN VISE,48228690,698.75,698.75,EACH
Tools & Testers,KPX 8702250SBA,10" COBRA WATER PUMP PLIERS,8702250SBA,52.06,52.06,EACH
Tools & Testers,KPX 8701400SBA,16" COBRA XL WATER PUMP PLIERS,8701400SBA,112.78,112.78,EACH
Tools & Testers,KPX 9511160SBA,6-1/4" STEPCUT CABLE SHEARS,9511160SBA,44.30,44.30,EACH
Tools & Testers,KPX 13728SBA,8" FORGED WIRE STRIPPER 10-20 AWG,13728SBA,73.20,73.20,EACH
N/A,KPX 162050SB,8" ELECTRICIAN'S FOLDING KNIFE,162050SB,34.58,34.58,EACH
Tools & Testers,KLE 32304,HVAC 14-IN-1 SCREWDRIVER W/ FLIP SOCKET,32304,33.78,33.78,EACH
Tools & Testers,KLE 56383,FIBERGLASS FISH TAPE W/NYLON TIP  100',56383,151.09,151.09,EACH
Tools & Testers,BRA M211AC,AC ADAPTER FOR M211 PORTABLE BTOOTH LABEL PRINTER,M211AC,45.70,45.70,EACH
Tools & Testers,MIL 48229031,10" NAIL PULLER,48229031,21.42,21.42,EACH
Tools & Testers,MIL 48221501,FASTBACK FOLDING UTILITY KNIFE,48221501,15.20,15.20,EACH
Tools & Testers,KPX 8801180SBA,7-1/4" ALLIGATOR WATER PUMP PLIERS,8801180SBA,32.45,32.45,EACH
Tools & Testers,KLE 32767,3-IN-1 IMPACT FLIP SOCKET  1/4"  5/16"  5" LENGTH,32767,12.05,12.05,EACH
Tools & Testers,KLE 93LDM100C,COMPACT LASER DISTANCE MEASURE,93LDM100C,50.72,50.72,EACH
Tools & Testers,KLE 32768,3-IN-1 IMPACT FLIP SOCKET SET  1/4"  5/16"  2PC,32768,20.21,20.21,EACH
Tools & Testers,KLE H80816,STRAIGHT-CLAW HAMMER  16OZ  13",H80816,32.55,32.55,EACH
Tools & Testers,RAT 70486YB,DBLE-END MAGNETIC 6" HEX DRIVER 5/16" & 3/8"-YW/BL,70486YB,43.62,43.62,EACH
N/A,RAT 70466RY,DBLE-END MAGNETIC 6" HEX DRIVER 1/4" & 5/16"-RD/YW,70466RY,41.37,41.37,EACH
Tools & Testers,IDE 35036,6" LONG-NOSE W/CUTTER - DIPPED GRIP,35036,63.65,63.65,EACH
Tools & Testers,IDE 35196,PHILLIP SCREWDRIVER 5/16 X 6" X #3,35196,37.14,37.14,EACH
Telecom,IDE 31065,TUFF-GRIP PRO 200' S-CLASS FISH TAPE W/EYELET,31065,945.17,945.17,EACH
Tools & Testers,IDE 35203,NUMBER 2 PHILLIPS SPEED DRIVER,35203,31.02,31.02,EACH
Tools & Testers,IDE 35193,PHILLIP SCREWDRIVER 3/16 X 3" X #1,35193,23.81,23.81,EACH
Tools & Testers,IDE 35291,1/4" NUTDRIVER,35291,28.82,28.82,EACH
Telecom,IDE 45520,ADJUSTABLE 3 BLADE COAX STRIPPER,45520,89.57,89.57,EACH
Tools & Testers,IDE 35910,11-IN-1 SCREWDRIVER/NUTDRIVER,35910,43.67,43.67,EACH
Tools & Testers,IDE 45777,7-IN-1 WIRE STRIPPER,45777,69.02,69.02,EACH
Tools & Testers,IDE 31652,1/4" TUFF-ROD TIP ACCESSORY KIT,31652,165.29,165.29,EACH
Tools & Testers,IDE 45118SRS,SIDE CABLE RIPPER,45118SRS,16.41,16.41,EACH
Telecom,IDE 353028,8" DIAGONAL CUTTING PLIER  SMART GRIP,353028,79.00,79.00,EACH
Tools & Testers,IDE 351301,4PC MINI CUSHION-GRIP ELECTRONIC SCREWDRVR SET,351301,65.51,65.51,EACH
Tools & Testers,IDE 359194,PHILLIPS #2 X 4" INSULATED SCREWDRIVER,359194,50.81,50.81,EACH
Tools & Testers,IDE 36815,DEADEYE MAGNETIC CHIP COLLECTOR,36815,30.54,30.54,EACH
Tools & Testers,MIL 48228393R,PACKOUT 30OZ TUMBLER,48228393R,39.57,39.57,EACH
Tools & Testers,IDE 45110,FORGED WIRE STRIPPER STANDARD,45110,52.44,52.44,EACH
Tools & Testers,MIL 49902024,AIR-TIP CONDUIT LINE PULLER KIT,49902024,80.32,80.32,EACH
Tools & Testers,KLE 32327,27-IN-1 PRECISION SCREWDRIVER,32327,27.50,27.50,EACH
Tools & Testers,KLE J2159CRTP,HYBRID PLIERS - CRIMPER/PULLER/STRIPPER,J2159CRTP,62.04,62.04,EACH
Tools & Testers,KLE 66070,FLIP IMPACT SOCKET SET  7PC,66070,59.98,59.98,EACH
Tools & Testers,WIH 32636,8" CLASSIC GRIP BICUT COMPOUND DIAGONAL CUTTERS,32636,35.77,35.77,EACH
Tools & Testers,MIL 48228392R,PACKOUT 20OZ TUMBLER,48228392R,33.48,33.48,EACH
Tools & Testers,KLE 32288,8-IN-1 INSULATED INTERCHANGEABLE SCREWDRIVER SET,32288,55.54,55.54,EACH
Tools & Testers,KLE 85073INS,SCREWDRIVER SET  1000V INSULATED  3PC,85073INS,29.74,29.74,EACH
Tools & Testers,KLE 50131,CONDUIT MEASURING PULL TAPE  1800LB X 1300',50131,117.47,117.47,EACH
Tools & Testers,KLE 85076INS,SCREWDRIVER SET  1000V INSULATED  6PC,85076INS,47.60,47.60,EACH
N/A,RAT 54100,CLIP WHACKER - BEAM CLAMP TOOL,54100,47.50,47.50,EACH
Tools & Testers,KLE 9416R,1000V INSULATED TOOL KIT  3PC,9416R,102.36,102.36,EACH
Tools & Testers,KLE 85445,5PC SCREWDRIVER SET,85445,35.70,35.70,EACH
N/A,RAT 7321523,UGLY'S ELECTRICAL REFERENCE 2023 EDITION,7321523,25.87,25.87,EACH
Tools & Testers,RAT 11931,TUG WISE - STANDARD,11931,163.48,163.48,EACH
Tools & Testers,KLE H80820,STRAIGHT-CLAW HAMMER  20OZ  13",H80820,33.96,33.96,EACH
Tools & Testers,KLE 50660,GLOW IN THE DARK FISH TAPE  40',50660,66.15,66.15,EACH
Tools & Testers,KLE PJSFM2,RECHARGEABLE CLAMPING FAN,PJSFM2,121.31,121.31,EACH
Tools & Testers,KLE 935CSEL,ELECTRICIAN'S COMBINATION SQUARE  12",935CSEL,30.88,30.88,EACH
Tools & Testers,KLE 50141,CONDUIT MEASURING PULL TAPE  2500LB X 1000',50141,130.59,130.59,EACH
Builders Products,RAT 51020,NEW EXPLODING GARBAGE CAN WITH PLASTIC SHIELD,51020,34.06,34.06,EACH
N/A,RAT S1203,SHIMMY BOX - TUBES FOR ELECTRICAL SWITCHES  4PC,S1203,13.74,13.74,EACH
Tools & Testers,KPX 9855SB,6" DISMANTLING KNIFE  1000V INSULATED,9855SB,65.45,65.45,EACH
Tools & Testers,KLE D53010,PLIER WRENCH  10",D53010,54.55,54.55,EACH
N/A,BLB 700BK,MAGNETIC WRISTBAND - BLACK,700BK,21.46,21.46,EACH
Tools & Testers,WIH 77892,SOFTFINISH CONDUIT REAMER & 6-IN-1 MULTI-DRIVER,77892,28.97,28.97,EACH
Tools & Testers,KPX 0902240SBA,9-1/2" LINEMAN'S PLIERS  NEW ENGLAND HEAD,0902240SBA,61.30,61.30,EACH
Tools & Testers,KLE 66031,3-IN-1 SLOTTED IMPACT SOCKET 12-POINT  3/4 & 9/16",66031,69.63,69.63,EACH
Tools & Testers,KLE 85617,8PC PRECISION SCREWDRIVER SET,85617,33.09,33.09,EACH
Tools & Testers,KLE 32581INS,2-IN-1 INSULATED SCREWDRIVER INS,32581INS,16.46,16.46,EACH
Tools & Testers,KLE 85615,4PC PRECISION SCREWDRIVER SET,85615,20.58,20.58,EACH
Tools & Testers,MIL 49664417,3PC SHOCKWAVE 3/8" DRIVE SAE DEEP 6 POINT SOCKET,49664417,15.71,15.71,EACH
Tools & Testers,KLE 6024K,SLOTTED SCREW HOLDING DRIVER  1/4",6024K,13.97,13.97,EACH
Anchors & Connectors,RAT RM110BK,MAG DADDY 10LB CABLE TIE MOUNT  BLACK  10PK,RM110BK,32.61,32.61,EACH
Tools & Testers,RAT JB400.P25,OPEN SPLICE JUNCTION BOX 4" 25PK,JB400.P25,192.25,192.25,EACH
Tools & Testers,KLE 50375,HIGH FLEX POLYESTER FISH TAPE  75',50375,85.88,85.88,EACH
Tools & Testers,KLE 50900R,LOCKNUT WRENCH SET,50900R,16.52,16.52,EACH
N/A,RAT JB400,OPEN SPLICE JUNCTION BOX 4",JB400,9.71,9.71,EACH
Tools & Testers,KLE 85153K,SLOTTED SCREW HOLDING DRIVER KIT  3/16" AND 1/4",85153K,25.35,25.35,EACH
Tools & Testers,KLE 32500HD,11-IN-1 IMPACT RATED MULTIBIT SCREW/NUT DRIVER,32500HD,25.35,25.35,EACH
Tools & Testers,IDE 45113,NEEDLE NOSE WIRE STRIPPER,45113,44.32,44.32,EACH
Tools & Testers,PEC SGFPHD,48" FIBERGLASS ATLAS PATTERN POST HOLE DIGGER,SGFPHD,112.09,112.09,EACH
N/A,RAT 11470,EXTRA LARGE WIRE DISPENSER,11470,179.13,179.13,EACH
Tools & Testers,KLE 32584INSR,8-IN-1 INSULATED PRECISION SCREWDRIVER SET W/ CASE,32584INSR,33.07,33.07,EACH
Tools & Testers,KLE D2017CSTA,IRONWORKER'S PLIERS  AGGRESSIVE KNURL  9",D2017CSTA,45.34,45.34,EACH
Tools & Testers,KLE 6026K,5/16" SLOTTED SCREW HOLDING DRIVER  6" SHANK,6026K,15.42,15.42,EACH
Tools & Testers,KLE 6013K,SLOTTED SCREW HOLDING DRIVER  3/16",6013K,13.23,13.23,EACH
Tools & Testers,KLE 93LCLGR,GREEN RECHARGEABLE LASER LEVEL W/ RED PLUMB,93LCLGR,304.34,304.34,EACH
Tools & Testers,KLE AESEB2,ELITE BLUETOOTH JOBSITE EARBUDS,AESEB2,102.92,102.92,EACH
Tools & Testers,KLE 9421R,1000V INSULATED TOOL SET  7PC,9421R,170.94,170.94,EACH
Tools & Testers,KLE 62204MB,MODBOX COOLER  17-QUART,62204MB,45.85,45.85,EACH
Tools & Testers,KLE 9418R,1000V INSULATED TOOL SET  6PC,9418R,197.71,197.71,EACH
Tools & Testers,KLE 9419R,1000V INSULATED TOOL SET  5PC,9419R,128.11,128.11,EACH
Tools & Testers,RAT 42400,ROPEMATIC PRO - ROPE & FISHTAPE PULLER,42400,74.78,74.78,EACH
Tools & Testers,KLE 32910,7-IN-1 IMPACT RATED FLIP SOCKET SET WITH HANDLE,32910,33.07,33.07,EACH
Tools & Testers,KLE 32933,7-IN-1 IMPACT FLIP SOCKET SET,32933,23.14,23.14,EACH
Tools & Testers,KLE 93CPLG,COMPACT GREEN PLANAR SELF-LEVELING LASER LEVEL,93CPLG,220.58,220.58,EACH
Tools & Testers,KLE 93PTL,RED POCKET LASER LEVEL,93PTL,46.33,46.33,EACH
N/A,RAT 32050,POKE-E CABLE HOLDER - 12'/BOX,32050,16.45,16.45,EACH
Tools & Testers,KLE 32950,COLOR-CODED RATCHETING POWER NUT DRIVERS  6PC,32950,55.13,55.13,EACH
Tools & Testers,KLE 3239,ADJUSTABLE SPUD WRENCH  16"  1-5/8"  TETHER HOLE,3239,89.12,89.12,EACH
Tools & Testers,KLE 32787,PRECISION RATCHET AND DRIVER SYSTEM  64PC,32787,55.13,55.13,EACH
N/A,KLE 6254,1/8" SLOTTED PRECISION SCREWDRIVER  4" SHANK,6254,13.10,13.10,EACH
Tools & Testers,KLE 0GK001TNT,KTO RESURGENCE KNIFE  TANTO BLADE  SAND HANDLE,0GK001TNT,29.93,29.93,EACH
Anchors & Connectors,MIL 48223711,INKZALL WHITE LIQUID PAINT MARKER,48223711,4.97,4.97,EACH
N/A,KLE H80696,SLEDGEHAMMER WITH INTEGRATED HOLE  6LB,H80696,44.10,44.10,EACH
Tools & Testers,MIL 48222180,11-KEY ELECTRICIAN'S FOLDING HEX KEY SET - SAE,48222180,30.57,30.57,EACH
Tools & Testers,KLE 32313HD,13-IN-1 RATCHETING IMPACT RATED SCREWDRIVER,32313HD,28.66,28.66,EACH
Tools & Testers,KLE 44302,FOLDING UTILITY KNIFE,44302,13.37,13.37,EACH
Tools & Testers,RAT 47010,V-CUTTER,47010,10.94,10.94,EACH
Tools & Testers,KLE NRHD4,6-IN-1 SQUARE IMPACT SOCKET,NRHD4,270.93,270.93,EACH
N/A,KLE 44303,FOLDING UTILITY KNIFE WITH BLADE STORAGE,44303,16.45,16.45,EACH
Tools & Testers,KLE 65400,KNECT 3/8" DRIVE IMPACT-RATED 15PC SOCKET SET,65400,77.19,77.19,EACH
Tools & Testers,KLE 65238,KNECT DEEP-WELL HEAVY-DUTY FLIP 7PC SOCKET SET,65238,55.13,55.13,EACH
Tools & Testers,KLE 68216,4-IN-1 RATCHETING WRENCH SET  SAE  2PC,68216,51.82,51.82,EACH
Tools & Testers,IDE 31611,1/4" TUFF-ROD REGULAR FLEX KIT  12' (3 X 4'),31611,44.06,44.06,EACH
Tools & Testers,IDE 74047,ALUMINUM BENDER 74-032  3/4" W/HANDLE,74047,65.34,65.34,EACH
Tools & Testers,KLE 32500HDRT,11-IN-1 RATCHETING IMPACT RATED SCREW/NUT DRIVER,32500HDRT,33.07,33.07,EACH
Tools & Testers,KLE 32931,3-IN-1 IMPACT RATED FLIP SOCKET SET,32931,11.02,11.02,EACH
Tools & Testers,KLE 32932,5-IN-1 IMPACT RATED FLIP SOCKET SET,32932,18.75,18.75,EACH
Tools & Testers,KLE 32934,9-IN-1 IMPACT RATED FLIP SOCKET SET,32934,33.07,33.07,EACH
Tools & Testers,KLE 32944,FLIP SOCKET HEX SHAFT REPLACEMENT PARTS  4PK,32944,22.04,22.04,EACH
Tools & Testers,KLE 33805,PROFLEX IMPACT SCREWDRIVER BIT/SOCKET SET  38PC,33805,44.10,44.10,EACH
Tools & Testers,KLE 44312,FOLDING AND SLIDE OUT UTILITY KNIFE SET,44312,24.24,24.24,EACH
Tools & Testers,KLE 65239,KNECT FLIP20 IMPACT SOCKET SET  SAE/METRIC  13PC,65239,110.28,110.28,EACH
Tools & Testers,KLE 65618,KNECT FLIP10 HEAVY DUTY 8PC SOCKET SET  SAE,65618,55.13,55.13,EACH
Tools & Testers,KLE 66044,3-IN-1 FLIP IMPACT SOCKET,66044,51.88,51.88,EACH
Tools & Testers,KLE 32308HD,12-IN-1 IMPACT RATED STUBBY DRIVER SET,32308HD,33.07,33.07,EACH
Tools & Testers,KLE 32910RCHT,IMPACT SOCKET WITH RATCHET,32910RCHT,44.10,44.10,EACH
Tools & Testers,KLE 65411PK3,MAGNETIC POWER NUT SETTER 3PC SET,65411PK3,23.14,23.14,EACH
Tools & Testers,KLE 6624INS,INSULATED SCREWDRIVER  #2 SQUARE  4" ROUND SHANK,6624INS,22.25,22.25,EACH
Tools & Testers,KLE 32303HD,20-IN-1 IMPACT DRIVER SET,32303HD,44.10,44.10,EACH
Tools & Testers,KLE 6243,3/32" SLOTTED PRECISION SCREWDRIVER  3" SHANK,6243,8.74,8.74,EACH
Tools & Testers,KLE 66033,COATED SOCKET SET  12-POINT  6PC,66033,294.10,294.10,EACH
Tools & Testers,KLE 32933M,6-IN-1 IMPACT RATED FLIP SOCKET SET  METRIC,32933M,23.14,23.14,EACH
N/A,RAT 30200,MC4 TOOL - SOLAR SERPENT,30200,23.38,23.38,EACH
Tools & Testers,KLE 50254,MULTI FLEX GLOW ROD SET  25',50254,75.12,75.12,EACH
Tools & Testers,KLE D5057,CLASSIC KLAW PUMP PLIERS  7",D5057,16.45,16.45,EACH
Tools & Testers,KLE 50152,MID FLEX GLOW ROD  15',50152,53.65,53.65,EACH
Tools & Testers,KLE 92919S,PV CONNECTION SOLAR TOOL SET  6PC,92919S,126.82,126.82,EACH
Tools & Testers,IDE 74056,1/2 EMT GAURDIAN BENDER W/HANDLE,74056,109.23,109.23,EACH
Tools & Testers,IDE 74057,3/4 EMT GUARDIAN BENDER W/ HANDLE,74057,134.58,134.58,EACH
Tools & Testers,KLE 54831MB,MODBOX UTILITY CART,54831MB,275.74,275.74,EACH
Tools & Testers,KLE 51607,ALUMINUM CONDUIT BENDER  3/4" EMT W/ANGLE SETTER,51607,48.89,48.89,EACH
Tools & Testers,KLE L1412,5-IN-1 NM ROMEX CABLE RIPPER/WIRE STRIPPER,L1412,15.42,15.42,EACH
Tools & Testers,KLE 44320,FLICKBLADE FOLDING POCKET KNIFE,44320,16.46,16.46,EACH
Tools & Testers,MIL 48221225M,25' WIDE BLADE MAGNETIC TAPE MEASURE,48221225M,30.37,30.37,EACH
Tools & Testers,KLE 44125,UTILITY BLADE DISPENSER WITH 50PK OF BLADES,44125,14.39,14.39,EACH
Tools & Testers,KLE 54825MB,MODBOX WIRE SPOOL DISPENSER,54825MB,187.47,187.47,EACH
Tools & Testers,KLE 85446BLK,BLACKOUT SCREWDRIVER SET  6PC,85446BLK,33.07,33.07,EACH
Tools & Testers,MIL 48221225,25' WIDE BLADE TAPE MEASURE,48221225,26.57,26.57,EACH
Tools & Testers,PEC 56040,6" WOODEN HANDLE DRYWALL SAW,56040,10.14,10.14,EACH
Tools & Testers,MIL 48221025M,25' MAGNETIC TAPE MEASURE,48221025M,23.72,23.72,EACH
Tools & Testers,MIL 48221016M,16' MAGNETIC TAPE MEASURE,48221016M,20.87,20.87,EACH
Tools & Testers,KLE D50510,CLASSIC KLAW PUMP PLIERS  10",D50510,22.64,22.64,EACH
Tools & Testers,KPX 9536250SBA,10" RATCHETING CABLE CUTTERS  1000V INSULATED,9536250SBA,301.22,301.22,EACH
Tools & Testers,KLE 65626,KNECT FLIP24 DEEPWELL/HEAVY-DUTY IMPACT SOCKET SET,65626,143.37,143.37,EACH
Tools & Testers,RAT 11480,2.0 WIRE DISPENSING TOOL,11480,118.04,118.04,EACH
Tools & Testers,KPX 1650145SBA,5-3/4" RATCHETING KNIFE,1650145SBA,99.84,99.84,EACH
Tools & Testers,KLE 1571INS,LINEMAN'S SKINNING KNIFE  INSULATED,1571INS,62.70,62.70,EACH
Tools & Testers,KLE 15703,CABLE SKINNING HOOK BLADE WITH NOTCH,15703,31.04,31.04,EACH
Tools & Testers,KLE 9106,FIBERGLASS FOLDING RULE  INSIDE READING,9106,24.78,24.78,EACH
Tools & Testers,KLE KT155HD,6-IN-1 LINEMAN'S RATCHETING WRENCH  HEAVY-DUTY,KT155HD,144.02,144.02,EACH
Tools & Testers,KLE KT223X4,LINEMAN'S RATCHETING 4-IN-1 BOX WRENCH,KT223X4,41.48,41.48,EACH
Tools & Testers,KLE 54410MB,MODBOX FOLDING WORK BENCH,54410MB,143.37,143.37,EACH
Tools & Testers,KLE 32561HDRT,7-IN-1 RATCHETING IMPACT-RATED STUBBY SCREW/NUT DR,32561HDRT,23.14,23.14,EACH
N/A,WIH 32085,5PC INSULATED PICOFINISH PRECISION SCREWDRIVER SET,32085,49.93,49.93,EACH
Tools & Testers,KLE 50043,1" PEX PIPE AND TUBING CUTTER,50043,29.02,29.02,EACH
Tools & Testers,KLE 86344,SKRIBES PAINT MARKER  WHITE,86344,4.10,4.10,EACH
N/A,WIH 28789,11PC INSULATED TORQUEVARIO-S/SLIMLINE BLADE SET,28789,265.68,265.68,EACH
Tools & Testers,KLE 86501,SKRIBES MECHANICAL MARKING TOOL W/REPLACEMENT LEAD,86501,13.37,13.37,EACH
Tools & Testers,MIL 48221027M,25' ELECTRICIAN'S MAGNETIC TAPE MEASURE,48221027M,25.62,25.62,EACH
Tools & Testers,MIL 48221725,25' COMPACT TAPE MEASURE,48221725,11.97,11.97,EACH
N/A,KPX 903102SBA,7" TUBIX PIPE CUTTER,903102SBA,88.56,88.56,EACH
N/A,KPX 903902V03,REPLACEMENT SET OF 5 CUTTING WHEELS,903902V03,81.27,81.27,EACH
Tools & Testers,WIH 28345,6PC INSULATED SLIMLINE POCKETMAX MULTI-DRIVER,28345,52.05,52.05,EACH
N/A,WIH 32948,9.5" INSULATED INDUSTRIAL NE STYLE LINEMANS PLIERS,32948,45.68,45.68,EACH
N/A,WIH 32939,8" INSULATED INDUSTRIAL HI LEV DIAGONAL CUTTERS,32939,37.17,37.17,EACH
Tools & Testers,WIH 32059,5PC INSULATED SOFTFINISH SL/PH/SQ SCREWDRIVER SET,32059,40.36,40.36,EACH
Tools & Testers,WIH 33478,5PC INSULATED T-HANDLE HEX SCREWDRIVER SET  METRIC,33478,62.69,62.69,EACH
Tools & Testers,KPX 979023,CRIMP ASSORTMENTS,979023,386.53,386.53,EACH
Tools & Testers,KLE 86503,SKRIBES REPLACEMENT LEADS  MULTI-COLOR  10PC,86503,8.11,8.11,EACH
N/A,RAT 40002,WIRE VORTEX PLUS,40002,25.58,25.58,EACH
Tools & Testers,KLE K11095BLK,KLEINKURVE BLACKOUT WIRE STRIPPER/CUTTER  8-20 AWG,K11095BLK,23.23,23.23,EACH
Tools & Testers,KLE 44056,CABLE SKINNING POCKET KNIFE,44056,22.00,22.00,EACH
Tools & Testers,WIH 66991,13PC MAGICRING BALL END HEX L-KEY SET  INCH,66991,57.38,57.38,EACH
Tools & Testers,WIH 32927,8" INSULATED INDUSTRIAL CABLE CUTTERS,32927,42.49,42.49,EACH
Tools & Testers,WIH 32099,7PC INSULATED SOFTFINISH SCREWDRIVER SET,32099,55.24,55.24,EACH
Tools & Testers,WIH 66981,13PC BALL END COLOR CODED HEX L-KEY SET  INCH,66981,60.57,60.57,EACH
Tools & Testers,WIH 66980,9PC BALL END COLOR CODED HEX L-KEY SET  METRIC,66980,42.50,42.50,EACH
Tools & Testers,WIH 33580,2PC INSULATED SOFTFINISH SL/PH SCREWDRIVER SET,33580,19.12,19.12,EACH
