Assm #,,Assm Name,,,,Material $'s,,,Labor Hours,,,Unit Price 1,,,,,Unit Price 2,,,
"14,419","36"" HORZ BEND 45 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,2.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,118",,"42"" HORZ BEND 45 48""R AL TR",,,,$0.00, ,,2.500,, ,$84.00,,,E,,$94.50,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,420","42"" HORZ BEND 45 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,2.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,120",,"tray horz bend 30 48""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,121",," 6"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,1.500,, ,$50.40,,,E,,$56.70,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,423"," 6"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,1.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,122",," 9"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,1.500,, ,$50.40,,,E,,$56.70,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,424"," 9"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,1.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,123",,"12"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,1.500,, ,$50.40,,,E,,$56.70,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,425","12"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,1.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,124",,"18"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,2.500,, ,$84.00,,,E,,$94.50,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,426","18"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,2.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,125",,"24"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,2.500,, ,$84.00,,,E,,$94.50,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,427","24"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,2.00,,E,,,,
"11,126",,"30"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,2.500,, ,$84.00,,,E,,$94.50,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,428","30"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,2.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,127",,"36"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,2.500,, ,$84.00,,,E,,$94.50,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,429","36"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,2.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,128",,"42"" HORZ BEND 30 48""R AL TR",,,,$0.00, ,,2.500,, ,$84.00,,,E,,$94.50,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,430","42"" HORZ BEND 30 48""R A",,,,1.00,,,0.00,,$0.00,,,Q,2.00,,E,,,,
"11,130",,"tray horz tee 12""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,131",," 6"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,433"," 6"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,132",," 9"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,434"," 9"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,133",,"12"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,435","12"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,134",,"18"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,436","18"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,135",,"24"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,437","24"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,136",,"30"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,438","30"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,137",,"36"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,439","36"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,138",,"42"" HORZ TEE 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,440","42"" HORZ TEE 12""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,140",,"tray horz tee 24""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,141",," 6"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,443"," 6"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,142",," 9"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,444"," 9"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,143",,"12"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,445","12"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,144",,"18"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,446","18"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,145",,"24"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,447","24"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,146",,"30"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,448","30"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,147",,"36"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,449","36"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,148",,"42"" HORZ TEE 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,450","42"" HORZ TEE 24""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,150",,"tray horz tee 36""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,151",," 6"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,453"," 6"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,152",," 9"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,454"," 9"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,153",,"12"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,455","12"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,154",,"18"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,456","18"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,155",,"24"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,457","24"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,156",,"30"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,458","30"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,157",,"36"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,459","36"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,158",,"42"" HORZ TEE 36""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,460","42"" HORZ TEE 36""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,160",,"tray horz tee 48""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,161",," 6"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,463"," 6"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,162",," 9"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,464"," 9"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,163",,"12"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,465","12"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,164",,"18"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,466","18"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,165",,"24"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,467","24"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,166",,"30"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,468","30"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,167",,"36"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,469","36"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,168",,"42"" HORZ TEE 48""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,470","42"" HORZ TEE 48""R AL TR",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,170",,"tray horz cross 12""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,171",," 6"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,473"," 6"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,172",," 9"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,474"," 9"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,173",,"12"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,475","12"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,174",,"18"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,476","18"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,175",,"24"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,477","24"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,176",,"30"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,478","30"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,177",,"36"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,479","36"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,178",,"42"" HORZ CROSS 12""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,480","42"" HORZ CROSS 12""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,180",,"tray horz cross 24""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,181",," 6"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,483"," 6"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,182",," 9"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,484"," 9"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,183",,"12"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,485","12"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,3.00,,E,,,,
"11,184",,"18"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"14,486","18"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"11,185",,"24"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,487","24"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,186",,"30"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,488","30"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,187",,"36"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,489","36"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,188",,"42"" HORZ CROSS 24""R AL TRAY",,,,$0.00, ,,4.500,, ,$151.20,,,E,,$170.10,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"14,490","42"" HORZ CROSS 24""R AL ",,,,1.00,,,0.00,,$0.00,,,Q,4.00,,E,,,,
"15,520",CABLE TRAY MISC SUPPORT,,,,1.00,,,0.00,,$0.00,,,Q,0.50,,E,,,,
"11,190",,"tray horz cross 36""r al",,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"11,191",," 6"" HORZ CROSS 36""R AL TRAY",,,,$0.00, ,,3.500,, ,$117.60,,,E,,$132.30,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
