Assm #,,Assm Name,,,,Material $'s,,,Labor Hours,,,Unit Price 1,,,,,Unit Price 2,,,
"18,641",100A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$39.29,,,E,0.00,,X,,,,
"20,378", 100A GD 3 PH N1 F SW,,,,1.00,,,0.00,,$338.40,,,E,2.70,,E,,,,
"13,864",, 125A GD 3 PH N1 F SW,,,,"$1,015.90", ,,7.100,, ,"$1,104.11",,,E,,"$1,242.12",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"9,602", 125A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.31,,E,,,,
"20,379", 200A GD 3 PH N1 F SW,,,,1.00,,,0.00,,$721.20,,,E,4.40,,E,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"18,643",125A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"13,865",, 150A GD 3 PH N1 F SW,,,,"$1,015.90", ,,7.500,, ,"$1,117.55",,,E,,"$1,257.24",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"18,644",150A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"20,379", 200A GD 3 PH N1 F SW,,,,1.00,,,0.00,,$721.20,,,E,4.40,,E,,,,
"9,604", 150A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.36,,E,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"13,866",, 200A GD 3 PH N1 F SW,,,,"$1,015.90", ,,8.220,, ,"$1,141.74",,,E,,"$1,284.46",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"18,646",200A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"20,379", 200A GD 3 PH N1 F SW,,,,1.00,,,0.00,,$721.20,,,E,4.40,,E,,,,
"9,606", 200A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.45,,E,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"13,867",, 225A GD 3 PH N1 F SW,,,,"$2,466.09", ,,10.580,, ,"$2,456.60",,,E,,"$2,763.67",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"18,647",225A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$197.29,,,E,0.00,,X,,,,
"9,607", 230A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.47,,E,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"20,380", 400A GD 3 PH N1 F SW,,,,1.00,,,0.00,,"$1,867.80",,,E,6.60,,E,,,,
"13,868",, 400A GD 3 PH N1 F SW,,,,"$2,394.56", ,,13.460,, ,"$2,492.42",,,E,,"$2,803.97",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"18,651",400A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$173.44,,,E,0.00,,X,,,,
"20,380", 400A GD 3 PH N1 F SW,,,,1.00,,,0.00,,"$1,867.80",,,E,6.60,,E,,,,
"9,612", 400A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.83,,E,,,,
"13,869",, 600A GD 3 PH N1 F SW,,,,"$4,281.54", ,,20.160,, ,"$4,325.25",,,E,,"$4,865.91",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,968","1/2"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$220.42,,,C,6.00,,C,,,,
"5,724",1/2-13 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$27.34,,,C,0.00,,X,,,,
"9,613", 600A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,1.39,,E,,,,
"18,654",600A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$259.28,,,E,0.00,,X,,,,
"20,381", 600A GD 3 PH N1 F SW,,,,1.00,,,0.00,,"$3,493.80",,,E,8.80,,E,,,,
"13,871",,switch gd 1ph n3r f,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"13,872",,  15A GD 1 PH N3R F SW,,,,$133.33, ,,2.212,, ,$187.92,,,E,,$211.41,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"18,629", 15A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$10.07,,,E,0.00,,X,,,,
"20,384",  30A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$112.80,,,E,1.10,,E,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"9,589",  15A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.10,,E,,,,
"13,873",,  20A GD 1 PH N3R F SW,,,,$141.06, ,,2.212,, ,$194.51,,,E,,$218.82,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"20,384",  30A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$112.80,,,E,1.10,,E,,,,
"9,590",  20A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.10,,E,,,,
"18,630", 20A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$13.93,,,E,0.00,,X,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"13,874",,  30A GD 1 PH N3R F SW,,,,$133.33, ,,2.332,, ,$191.96,,,E,,$215.95,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"20,384",  30A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$112.80,,,E,1.10,,E,,,,
"9,591",  30A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.12,,E,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"18,632", 30A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$10.07,,,E,0.00,,X,,,,
"13,875",,  40A GD 1 PH N3R F SW,,,,$233.01, ,,2.600,, ,$285.88,,,E,,$321.62,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"9,592",  40A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.15,,E,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"20,385",  60A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$195.60,,,E,1.50,,E,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"18,634", 40A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$16.67,,,E,0.00,,X,,,,
"13,876",,  50A GD 1 PH N3R F SW,,,,$233.01, ,,2.720,, ,$289.91,,,E,,$326.15,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"18,636", 50A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$16.67,,,E,0.00,,X,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"20,385",  60A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$195.60,,,E,1.50,,E,,,,
"9,593",  50A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.17,,E,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"13,877",,  60A GD 1 PH N3R F SW,,,,$233.01, ,,2.720,, ,$289.91,,,E,,$326.15,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"18,637", 60A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$16.67,,,E,0.00,,X,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"20,385",  60A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$195.60,,,E,1.50,,E,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"9,594",  60A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.17,,E,,,,
"13,878",, 100A GD 1 PH N3R F SW,,,,$370.66, ,,3.980,, ,$449.53,,,E,,$505.72,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"9,601", 100A CIRCUIT TERM,,,,6.00,,,0.00,,$0.00,,,X,0.28,,E,,,,
"18,641",100A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$39.29,,,E,0.00,,X,,,,
"20,386", 100A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$288.00,,,E,2.10,,E,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"13,879",, 125A GD 1 PH N3R F SW,,,,$918.61, ,,5.380,, ,$963.43,,,E,,"$1,083.86",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"9,602", 125A CIRCUIT TERM,,,,6.00,,,0.00,,$0.00,,,X,0.31,,E,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"18,643",125A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"20,387", 200A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$720.00,,,E,3.30,,E,,,,
"13,880",, 150A GD 1 PH N3R F SW,,,,$918.61, ,,5.680,, ,$973.51,,,E,,"$1,095.20",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"18,644",150A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"20,387", 200A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$720.00,,,E,3.30,,E,,,,
"9,604", 150A CIRCUIT TERM,,,,6.00,,,0.00,,$0.00,,,X,0.36,,E,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"13,881",, 200A GD 1 PH N3R F SW,,,,$918.61, ,,6.220,, ,$991.65,,,E,,"$1,115.61",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"18,646",200A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"20,387", 200A GD 1 PH N3R F SW,,,,1.00,,,0.00,,$720.00,,,E,3.30,,E,,,,
"9,606", 200A CIRCUIT TERM,,,,6.00,,,0.00,,$0.00,,,X,0.45,,E,,,,
"13,882",, 225A GD 1 PH N3R F SW,,,,"$2,476.41", ,,7.840,, ,"$2,373.32",,,E,,"$2,669.99",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"18,647",225A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$197.29,,,E,0.00,,X,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"20,388", 400A GD 1 PH N3R F SW,,,,1.00,,,0.00,,"$2,075.40",,,E,4.80,,E,,,,
"9,607", 230A CIRCUIT TERM,,,,6.00,,,0.00,,$0.00,,,X,0.47,,E,,,,
"13,883",, 400A GD 1 PH N3R F SW,,,,"$2,428.72", ,,10.000,, ,"$2,405.27",,,E,,"$2,705.93",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"9,612", 400A CIRCUIT TERM,,,,6.00,,,0.00,,$0.00,,,X,0.83,,E,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"18,651",400A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$173.44,,,E,0.00,,X,,,,
"20,388", 400A GD 1 PH N3R F SW,,,,1.00,,,0.00,,"$2,075.40",,,E,4.80,,E,,,,
"13,884",, 600A GD 1 PH N3R F SW,,,,"$4,469.87", ,,15.780,, ,"$4,338.53",,,E,,"$4,880.85",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,968","1/2"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$220.42,,,C,6.00,,C,,,,
"5,724",1/2-13 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$27.34,,,C,0.00,,X,,,,
"9,613", 600A CIRCUIT TERM,,,,6.00,,,0.00,,$0.00,,,X,1.39,,E,,,,
"20,389", 600A GD 1 PH N3R F SW,,,,1.00,,,0.00,,"$3,941.40",,,E,7.20,,E,,,,
"18,654",600A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$259.28,,,E,0.00,,X,,,,
"13,886",,switch gd 3ph n3r f,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"13,887",,  15A GD 3 PH N3R F SW,,,,$206.40, ,,2.812,, ,$270.34,,,E,,$304.13,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"9,589",  15A WIRE TERMINATION,,,,8.00,,,0.00,,$0.00,,,X,0.10,,E,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"18,629", 15A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$10.07,,,E,0.00,,X,,,,
"20,392",  30A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$175.80,,,E,1.50,,E,,,,
"13,888",,  20A GD 3 PH N3R F SW,,,,$217.99, ,,2.812,, ,$280.21,,,E,,$315.24,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"20,392",  30A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$175.80,,,E,1.50,,E,,,,
"9,590",  20A WIRE TERMINATION,,,,8.00,,,0.00,,$0.00,,,X,0.10,,E,,,,
"18,630", 20A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$13.93,,,E,0.00,,X,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"13,889",,  30A GD 3 PH N3R F SW,,,,$206.40, ,,2.972,, ,$275.71,,,E,,$310.18,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"20,392",  30A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$175.80,,,E,1.50,,E,,,,
"9,591",  30A WIRE TERMINATION,,,,8.00,,,0.00,,$0.00,,,X,0.12,,E,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"18,632", 30A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$10.07,,,E,0.00,,X,,,,
"13,890",,  40A GD 3 PH N3R F SW,,,,$318.68, ,,3.500,, ,$389.11,,,E,,$437.75,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"9,592",  40A WIRE TERMINATION,,,,8.00,,,0.00,,$0.00,,,X,0.15,,E,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"20,393",  60A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$264.60,,,E,2.10,,E,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"18,634", 40A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$16.67,,,E,0.00,,X,,,,
"13,891",,  50A GD 3 PH N3R F SW,,,,$318.68, ,,3.660,, ,$394.49,,,E,,$443.80,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"20,393",  60A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$264.60,,,E,2.10,,E,,,,
"9,593",  50A WIRE TERMINATION,,,,8.00,,,0.00,,$0.00,,,X,0.17,,E,,,,
"18,636", 50A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$16.67,,,E,0.00,,X,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"13,892",,  60A GD 3 PH N3R F SW,,,,$318.68, ,,3.660,, ,$394.49,,,E,,$443.80,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"18,637", 60A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$16.67,,,E,0.00,,X,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"20,393",  60A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$264.60,,,E,2.10,,E,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"9,594",  60A WIRE TERMINATION,,,,8.00,,,0.00,,$0.00,,,X,0.17,,E,,,,
"13,893",, 100A GD 3 PH N3R F SW,,,,$611.55, ,,5.440,, ,$703.83,,,E,,$791.81,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,966","1/4"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$95.24,,,C,5.00,,C,,,,
"9,601", 100A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.28,,E,,,,
"18,641",100A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$39.29,,,E,0.00,,X,,,,
"20,394", 100A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$489.60,,,E,3.00,,E,,,,
"5,547",1/4-20 X 1-1/4 RH MACH ,,,,4.00,,,0.00,,$6.54,,,C,0.00,,X,,,,
"13,894",, 125A GD 3 PH N3R F SW,,,,"$1,171.30", ,,7.600,, ,"$1,253.31",,,E,,"$1,409.98",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"9,602", 125A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.31,,E,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"18,643",125A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"20,395", 200A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$876.60,,,E,4.90,,E,,,,
"13,895",, 150A GD 3 PH N3R F SW,,,,"$1,171.30", ,,8.000,, ,"$1,266.75",,,E,,"$1,425.10",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"18,644",150A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"20,395", 200A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$876.60,,,E,4.90,,E,,,,
"9,604", 150A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.36,,E,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"13,896",, 200A GD 3 PH N3R F SW,,,,"$1,171.30", ,,8.720,, ,"$1,290.94",,,E,,"$1,452.31",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"18,646",200A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$96.09,,,E,0.00,,X,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"20,395", 200A GD 3 PH N3R F SW,,,,1.00,,,0.00,,$876.60,,,E,4.90,,E,,,,
"9,606", 200A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.45,,E,,,,
"13,897",, 225A GD 3 PH N3R F SW,,,,"$2,934.09", ,,11.180,, ,"$2,875.49",,,E,,"$3,234.93",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"20,396", 400A GD 3 PH N3R F SW,,,,1.00,,,0.00,,"$2,335.80",,,E,7.20,,E,,,,
"9,607", 230A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.47,,E,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"18,647",225A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$197.29,,,E,0.00,,X,,,,
"13,898",, 400A GD 3 PH N3R F SW,,,,"$2,862.56", ,,14.060,, ,"$2,911.32",,,E,,"$3,275.23",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,967","3/8"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$147.59,,,C,5.50,,C,,,,
"5,718",3/8-16 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$13.27,,,C,0.00,,X,,,,
"18,651",400A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$173.44,,,E,0.00,,X,,,,
"20,396", 400A GD 3 PH N3R F SW,,,,1.00,,,0.00,,"$2,335.80",,,E,7.20,,E,,,,
"9,612", 400A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,0.83,,E,,,,
"13,899",, 600A GD 3 PH N3R F SW,,,,"$5,513.94", ,,20.760,, ,"$5,395.42",,,E,,"$6,069.84",,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"20,397", 600A GD 3 PH N3R F SW,,,,1.00,,,0.00,,"$4,726.20",,,E,9.40,,E,,,,
"5,968","1/2"" MACHINE SCRW ANCH",,,,4.00,,,0.00,,$220.42,,,C,6.00,,C,,,,
"5,724",1/2-13 X 1-1/2 CAP SCRE,,,,4.00,,,0.00,,$27.34,,,C,0.00,,X,,,,
"9,613", 600A CIRCUIT TERM,,,,8.00,,,0.00,,$0.00,,,X,1.39,,E,,,,
"18,654",600A FUSETRON FRN FUSE,,,,3.00,,,0.00,,$259.28,,,E,0.00,,X,,,,
"13,901",,switch 250v hd 1ph n1 f,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"13,902",,  15A 250V HD 1PH N1 F SW,,,,$162.13, ,,2.312,, ,$215.82,,,E,,$242.80,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"20,436",  30A 250V HD 1PH N1 F ,,,,1.00,,,0.00,,$141.60,,,E,1.20,,E,,,,
"9,589",  15A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.10,,E,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"18,629", 15A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$10.07,,,E,0.00,,X,,,,
"13,903",,  20A 250V HD 1PH N1 F SW,,,,$169.86, ,,2.312,, ,$222.41,,,E,,$250.21,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
"20,436",  30A 250V HD 1PH N1 F ,,,,1.00,,,0.00,,$141.60,,,E,1.20,,E,,,,
"18,630", 20A FUSETRON FRN FUSE,,,,2.00,,,0.00,,$13.93,,,E,0.00,,X,,,,
"6,045",#8-#12 PLASTIC ANCHOR 1,,,,4.00,,,0.00,,$3.57,,,C,12.80,,C,,,,
"9,590",  20A WIRE TERMINATION,,,,6.00,,,0.00,,$0.00,,,X,0.10,,E,,,,
"13,904",,  30A 250V HD 1PH N1 F SW,,,,$162.13, ,,2.432,, ,$219.85,,,E,,$247.33,,E,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,485",#10 X 1 1/2 SCREW,,,,4.00,,,0.00,,$6.38,,,C,0.00,,X,,,,
