Assm #,,Assm Name,,,,Material $'s,,,Labor Hours,,,Unit Price 1,,,,,Unit Price 2,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
"32,788",,"3 #3/0  &1 #6 2"" GRC RACK C",,,,$26.75, ,,0.126,, ,$25.00,,, ,,$28.13,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
182, 3/0 XHHW AL STRANDED 1,,,,3.00,,,45.00,,"$1,741.99",,,M,11.00,,M,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,45.00,,$489.42,,,M,5.00,,M,,,,
"32,789",,"4 #3/0  2"" GRC RACK CONSTAN",,,,$28.01, ,,0.132,, ,$26.18,,, ,,$29.45,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
182, 3/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,741.99",,,M,11.00,,M,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
"32,790",,"4 #3/0  &1 #6 2"" GRC RACK C",,,,$28.50, ,,0.137,, ,$26.68,,, ,,$30.02,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
182, 3/0 XHHW AL STRANDED 1,,,,4.00,,,60.00,,"$1,741.99",,,M,11.00,,M,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
175,   6 XHHW AL STRANDED 6,,,,1.00,,,15.00,,$489.42,,,M,5.00,,M,,,,
"32,792",,4/0 GRC Rack 175A Al Wire,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"32,793",,"3 #4/0   2"" GRC  RACK CONST",,,,$26.85, ,,0.124,, ,$25.05,,, ,,$28.18,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
183, 4/0 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$1,936.27",,,M,12.00,,M,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
"32,794",,"3 #4/0  &1 #4 2"" GRC RACK C",,,,$27.45, ,,0.130,, ,$25.67,,, ,,$28.88,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
176,   4 XHHW AL STRANDED 7,,,,1.00,,,15.00,,$604.58,,,M,6.00,,M,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
183, 4/0 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$1,936.27",,,M,12.00,,M,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
"32,795",,"4 #4/0  2"" GRC  RACK CONSTA",,,,$28.78, ,,0.136,, ,$26.91,,, ,,$30.27,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
183, 4/0 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$1,936.27",,,M,12.00,,M,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
"32,796",,"4 #4/0 &1#4 2 1/2"" GRC RACK",,,,$47.30, ,,0.177,, ,$43.40,,, ,,$48.83,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
176,   4 XHHW AL STRANDED 7,,,,1.00,,,15.00,,$604.58,,,M,6.00,,M,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
183, 4/0 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$1,936.27",,,M,12.00,,M,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
"32,798",,#250 GRC rack const 230A Al,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"32,799",,"3 #250   2"" GRC  RACK CONST",,,,$28.13, ,,0.130,, ,$26.25,,, ,,$29.53,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
184, 250 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$2,363.66",,,M,14.00,,M,,,,
"32,800",,"3 #250 &1 #4 2"" GRC  RACK C",,,,$28.73, ,,0.136,, ,$26.87,,, ,,$30.22,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
176,   4 XHHW AL STRANDED 7,,,,1.00,,,15.00,,$604.58,,,M,6.00,,M,,,,
"2,341",    2 GRC COUPLING,,,,0.00,,,3.00,,"$2,116.80",,,C,9.00,,C,,,,
"2,134",    2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$7,956.60",,,C,45.00,,C,,,,
"2,291",    2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,79.00,,C,,,,
"2,098",    2 GRC,,,,1.00,,,0.00,,"$2,040.54",,,C,8.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,319",    2 GRC CHNL STRAP,,,,0.13,,,3.00,,$506.30,,,C,6.00,,C,,,,
184, 250 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$2,363.66",,,M,14.00,,M,,,,
"32,801",,"4 #250  2 1/2"" GRC RACK CON",,,,$48.40, ,,0.179,, ,$44.38,,, ,,$49.93,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
184, 250 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$2,363.66",,,M,14.00,,M,,,,
"32,802",,"4 #250 &1#4 2 1/2"" GRC RACK",,,,$49.01, ,,0.185,, ,$45.00,,, ,,$50.62,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
176,   4 XHHW AL STRANDED 7,,,,1.00,,,15.00,,$604.58,,,M,6.00,,M,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
184, 250 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$2,363.66",,,M,14.00,,M,,,,
"32,804",,#300 GRC rack const  255A A,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"32,805",,"3 #300   2 1/2"" GRC RACK CO",,,,$48.74, ,,0.171,, ,$44.53,,, ,,$50.10,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
185, 300 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$3,265.96",,,M,16.00,,M,,,,
"32,806",,"3#300 &1#4 2 1/2"" GRC  RACK",,,,$49.35, ,,0.177,, ,$45.15,,, ,,$50.80,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
176,   4 XHHW AL STRANDED 7,,,,1.00,,,15.00,,$604.58,,,M,6.00,,M,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
185, 300 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$3,265.96",,,M,16.00,,M,,,,
"32,807",,"4 #300  2 1/2"" GRC RACK CON",,,,$52.01, ,,0.187,, ,$47.60,,, ,,$53.54,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
185, 300 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$3,265.96",,,M,16.00,,M,,,,
"32,808",,"4#300 &1 #4 2 1/2"" GRC RACK",,,,$52.61, ,,0.193,, ,$48.22,,, ,,$54.24,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
176,   4 XHHW AL STRANDED 7,,,,1.00,,,15.00,,$604.58,,,M,6.00,,M,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
185, 300 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$3,265.96",,,M,16.00,,M,,,,
"32,810",,#350 GRC rack const 280A Al,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"32,811",,"3 #350   2 1/2"" GRC RACK CO",,,,$48.91, ,,0.177,, ,$44.77,,, ,,$50.37,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
186, 350 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$3,319.91",,,M,18.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
"32,812",,"3 #350 &1#3 2 1/2"" GRC RACK",,,,$48.91, ,,0.186,, ,$44.93,,, ,,$50.55,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
186, 350 XHHW AL STRANDED 2,,,,3.00,,,45.00,,"$3,319.91",,,M,18.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
177,   3 XHHW AL STRANDED 8,,,,1.00,,,15.00,,$0.00,,, ,9.00,,M,,,,
"32,813",,"4 #350  2 1/2"" GRC  RACK CO",,,,$52.23, ,,0.195,, ,$47.92,,, ,,$53.91,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
186, 350 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$3,319.91",,,M,18.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
"32,814",,"4 #350 &1#3 2 1/2"" GRC RACK",,,,$52.23, ,,0.204,, ,$48.08,,, ,,$54.09,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
186, 350 XHHW AL STRANDED 2,,,,4.00,,,60.00,,"$3,319.91",,,M,18.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
177,   3 XHHW AL STRANDED 8,,,,1.00,,,15.00,,$0.00,,, ,9.00,,M,,,,
"32,816",,#400 GRC rack const 305A Al,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"32,817",,"3 #400   2 1/2"" GRC  RACK C",,,,$50.59, ,,0.189,, ,$46.42,,, ,,$52.22,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
187, 400 XHHW AL STRANDED 3,,,,3.00,,,45.00,,"$3,881.16",,,M,22.00,,M,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
"32,818",,"3 #400 &1#3 2 1/2"" GRC RACK",,,,$50.59, ,,0.198,, ,$46.58,,, ,,$52.40,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
187, 400 XHHW AL STRANDED 3,,,,3.00,,,45.00,,"$3,881.16",,,M,22.00,,M,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
177,   3 XHHW AL STRANDED 8,,,,1.00,,,15.00,,$0.00,,, ,9.00,,M,,,,
"32,819",,"4 #400  2 1/2"" GRC  RACK CO",,,,$54.47, ,,0.211,, ,$50.11,,, ,,$56.38,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
187, 400 XHHW AL STRANDED 3,,,,4.00,,,60.00,,"$3,881.16",,,M,22.00,,M,,,,
"5,320",2 1/2 GRC CHNL STRAP,,,,0.13,,,3.00,,$574.12,,,C,10.00,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"2,342",2 1/2 GRC COUPLING,,,,0.00,,,3.00,,"$5,693.40",,,C,10.00,,C,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"2,292",2 1/2 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,96.00,,C,,,,
"2,099",2 1/2 GRC,,,,1.00,,,0.00,,"$3,822.87",,,C,11.00,,C,,,,
"2,135",2 1/2 GRC 90 ELBOW,,,,0.00,,,3.00,,"$15,775.80",,,C,55.00,,C,,,,
"32,820",,"4 #400 &1 #3 3"" GRC RACK CO",,,,$59.21, ,,0.250,, ,$54.84,,, ,,$61.69,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
187, 400 XHHW AL STRANDED 3,,,,4.00,,,60.00,,"$3,881.16",,,M,22.00,,M,,,,
"2,100",    3 GRC,,,,1.00,,,0.00,,"$4,289.89",,,C,14.00,,C,,,,
"4,593",    3 LOCKNUT,,,,0.00,,,4.00,,"$1,313.60",,,C,27.50,,C,,,,
"5,321",    3 GRC CHNL STRAP,,,,0.13,,,3.00,,$628.35,,,C,10.00,,C,,,,
"2,293",    3 GRC BEND,,,,0.00,,,0.00,,$0.00,,,X,131.00,,C,,,,
"2,343",    3 GRC COUPLING,,,,0.00,,,3.00,,"$6,853.20",,,C,11.00,,C,,,,
